Start Time,End Time,Text
1909.96,1913.92,"or floats or booleans, anything that doesn't contain a string in it,"
1913.92,1916.8,"then you'll get an error, right?"
1916.8,1919.8,Because it's basically trying to put all these back into a big string.
1919.8,1922.8,"If you wanted to join non-string elements,"
1922.8,1926.16,you would have to basically loop through and cast
1926.16,1929.8400000000001,every one of these to a string first and then join them together.
1929.8400000000001,1933.3600000000001,"So if you want to join 1, 2, 3, you would have cast them to strings"
1933.3600000000001,1939.16,"and then you could join them to make the string 1, 2, 3."
1939.16,1942.0,"OK, so let's have you work on this example."
1942.0,1947.72,So here we're going to try to split the input.
1947.72,1949.92,So here's a function called count words.
1949.92,1953.1200000000001,It takes in one input send for sentence.
1953.1200000000001,1955.52,"And I wanted to use something that's not s,"
1955.52,1959.96,just to make it clear that the thing before the dot isn't always s.
1959.96,1964.3600000000001,It's whatever object you want to split or join or whatever.
1964.3600000000001,1968.96,"So this function is going to return how many words are in s,"
1968.96,1971.04,"right, quote unquote words in this case,"
1971.04,1977.56,because I'm just interested in the elements or the characters between spaces
1977.56,1979.88,"and between the start and the end of a word, right?"
1979.88,1982.48,"So if it's a number, I still count that as a word."
1982.48,1985.0,"If it's a special character dot exclamation point,"
1985.0,1988.16,"I would still count that as a word as well, right?"
1988.16,1995.08,So this should be just a couple lines of code down around 99.
1995.08,1996.8,"OK, so I'll give you about a minute to work on it"
1996.8,1998.32,and then we can write it together.
1998.36,2002.2,"OK, so thoughts on how we can do this?"
2008.72,2010.72,"L1 equals send dot split, yep."
2013.72,2017.28,"Yep, sorry, parenthesis space, yep."
2017.28,2024.8,"And then we can return the length of L1, perfect."
2024.8,2027.48,Let's run it on these two examples
2027.48,2030.56,and should print 3 and 12 and it does.
2030.56,2034.1200000000001,"So notice how easy this was with lists, right?"
2034.1200000000001,2037.92,Because lists are data structure that's just kind of naturally iterative.
2037.92,2041.6,"And so running L1 on this split list or split string,"
2041.6,2044.6,"which gave us a list is really easy, right?"
2044.6,2046.44,It's a two line piece of code.
2046.44,2050.0,"Without lists, you could imagine creating variables"
2050.0,2053.12,"that keep track of where you see the first space, right?"
2053.12,2055.48,And then iterating through one character at a time.
2055.48,2057.44,"And if it's a space, keep track of the fact"
2057.44,2061.08,"that you saw a space and then look for the next space, right?"
2061.08,2063.92,And then resetting things every time you see a space.
2063.92,2066.48,"And that would be really, really tedious."
2066.48,2069.36,"It would be a really good quiz one question,"
2069.36,2071.52,but not once we've introduced lists
2071.52,2074.8,"because it becomes really, really easy to do it with lists."
2079.64,2081.76,All right.
2081.76,2087.12,"So now that we have lists, we can do other really interesting"
2087.12,2090.56,and useful operations to mutate the list.
2090.56,2095.88,So we saw the dot notation on a list to do a pen.
2095.88,2100.52,"So basically to add an item to the end of our list, that was useful."
2100.52,2103.56,Other things we can do in terms of mutating the list
2103.56,2106.48,is to sort a list and reverse a list.
2106.48,2111.12,And these are also very useful operations on lists.
2111.12,2114.68,"So the first to here, sort and reverse"
2115.6,2120.3199999999997,is a notation for how we sort a list and how we reverse a list.
2120.3199999999997,2124.72,And these will mutate the list that you call the functions on.
2124.72,2130.2799999999997,So if I have list 427 here and I call L dot sort
2130.2799999999997,2133.6,"and I print L as the next line after this,"
2133.6,2138.12,"L will have changed in memory to be 24 and 7, right?"
2138.12,2139.72,In that order.
2139.72,2141.2799999999997,It didn't make a copy for me.
2141.2799999999997,2143.08,It didn't preserve the original order.
2143.08,2148.08,It changed that list to be now in sorted order.
2148.08,2152.2,"Reverse similarly, so if we do L dot reverse on 427,"
2152.2,2153.72,it will reverse all the elements.
2153.72,2156.2,"So the one at the end becomes at the beginning,"
2156.2,2158.88,"the one second last is the second one, third last"
2158.88,2161.52,is the third element in the list and so on.
2161.52,2163.48,"And again, this mutates my list."
2163.48,2166.92,"So I would have lost my original order with this command,"
2166.92,2171.4,"L dot reverse and with L dot sort, of course."
2171.4,2173.64,"Now, there are many situations where"
2173.64,2175.96,you want to preserve the original order.
2175.96,2178.8,"Like, I don't know, maybe like the order"
2178.8,2180.88,that people join a company or the order
2180.88,2182.6,that people joined a grocery queue.
2182.6,2183.92,"I don't know, things like that, right?"
2183.92,2186.2400000000002,"You might want to preserve that original order,"
2186.2400000000002,2190.56,but you might also get maybe the sorted names of people
2190.56,2194.44,for a function that does something with those sorted names.
2194.44,2199.32,"In that case, you don't want to call sort on your original list"
2199.32,2201.48,because you would lose the original order.
2201.48,2203.8,"You could, of course, make a copy or you"
2203.8,2208.2400000000002,could call this sorted function.
2208.2400000000002,2211.76,And the sorted function is going to keep my original list L
2211.76,2216.04,"intact in the same order that I had created it in,"
2216.04,2219.88,"but it would return for me, so this function will actually"
2219.88,2225.2400000000002,make a copy and return for me the sorted version of L.
2225.2400000000002,2226.6000000000004,And L remains unchanged.
2226.6000000000004,2228.92,So this function does not do any mutation.
2228.92,2232.8,We have to take the return and save it into a new variable.
2232.8,2236.2000000000003,"This case, I called it L new."
2236.2000000000003,2240.08,So it might be a little bit sort of hard to keep straight
2240.08,2243.16,"in your mind, sort of whether to use sort or sorted."
2243.16,2246.08,"You could, of course, always try it in the console"
2246.08,2248.04,to see which one does what.
2248.04,2250.28,The way I sort of remember and think about it
2250.28,2253.2000000000003,is the sort to me feels like a command.
2253.2000000000003,2256.2000000000003,"It's like sort this list, right?"
2256.2000000000003,2258.16,Mutate this list and sort it.
2258.16,2261.8399999999997,"Whereas sorted is more of a request,"
2261.8399999999997,2265.7999999999997,"like, can you please get me the sorted version of L, right?"
2265.7999999999997,2269.2799999999997,And so that's kind of how I keep things in my mind
2269.2799999999997,2272.3599999999997,as to whether I'm calling sort to do the mutation
2272.3599999999997,2276.0,or asking to get the sorted version of the list.
2276.0,2277.08,Yes.
2277.08,2279.08,What is the sorting type?
2279.08,2282.8399999999997,It is sorting it by whatever the built-in sort
2282.8399999999997,2285.72,is for those particular object types.
2285.7200000000003,2289.92,"So in the case of integers, it's just increasing order."
2289.92,2295.32,"In the case of strings, it'll be alphabetical."
2295.32,2298.5600000000004,"You can choose different sorting functions,"
2298.5600000000004,2300.36,but we don't get into that.
2300.36,2300.86,Yeah.
2300.86,2303.84,You don't have to do the same.
2303.84,2305.1600000000003,That's a good question.
2305.1600000000003,2308.88,I think they do in order for it to work.
2308.88,2313.8,So we can try L equals 1.
2313.8,2316.6800000000003,And then we can give it a tuple or something.
2316.6800000000003,2319.52,And then we can ask sort L.
2319.52,2319.7200000000003,Yeah.
2319.7200000000003,2322.6000000000004,"So in this case, it doesn't know how to resolve."
2322.6000000000004,2325.32,It's trying to do behind the scenes less than
2325.32,2327.48,to figure out which one's bigger than which.
2327.48,2330.2000000000003,"And in this case, it doesn't know how to resolve"
2330.2000000000003,2333.28,how do you choose whether the tuple's bigger than an integer.
2333.28,2335.2400000000002,"But you can imagine, again, as I mentioned,"
2335.2400000000002,2336.44,"this is not something we do, but you"
2336.44,2338.6800000000003,"could write your own sorting function where, depending"
2338.6800000000003,2342.32,"on the type, you would decide which one is bigger."
2344.0800000000004,2347.8,"So yes, question."
2347.8,2356.7200000000003,"So you would just do L dot sort without parentheses, but L"
2356.7200000000003,2360.28,has to be a list that contains things that can be sorted.
2360.28,2364.36,"So all integers, all strings, or something like that."
2364.36,2367.6400000000003,"So let's look at the memory diagram for how this would look,"
2367.6400000000003,2371.1600000000003,just to kind of bring the point home about objects that
2371.1600000000003,2372.04,are being mutated.
2372.04,2375.64,So original L is 9603.
2375.64,2380.24,"So in memory, I've got the name L bound to 9603."
2380.24,2382.96,"Again, let's do an append just for fun."
2382.96,2387.4,L dot append 5 is going to add a 5 to the end of that list.
2387.4,2391.2,And append sort and reverse will all be used for a side effect.
2391.2,2393.4,That means they're going to be mutating the object.
2393.4,2397.52,Whereas sorted will not do a mutation.
2397.52,2399.88,So let's do an append to the end.
2399.88,2403.36,"That's going to put a 5 at the end of the list, something"
2403.36,2406.32,we already know how it works.
2406.32,2409.84,Now let's do a equals sorted L.
2409.84,2412.08,"So again, it's an equality, right?"
2412.08,2415.76,So the thing on the right hand side is going to be the function
2415.76,2418.2000000000003,that returns for me the sorted version of L.
2418.2000000000003,2420.2000000000003,So it's going to create a new object.
2420.2000000000003,2421.88,"However, it does the sort."
2421.88,2424.88,It's going to create for me a new list that contains
2424.88,2426.6400000000003,that sorted order.
2426.64,2430.3599999999997,"The original L, notice in memory, remains unchanged."
2430.3599999999997,2433.7999999999997,"So if I want to reference L in my program from here on out,"
2433.7999999999997,2437.72,I will use this unchanged L.
2437.72,2442.96,"So now the return of sorted is this list, and I bind it to A."
2442.96,2447.7999999999997,So name A now points to the sorted list version.
2447.7999999999997,2450.6,"All right, now what if I do this line here?"
2450.6,2453.6,B equals L dot sort.
2453.6,2455.68,"Again, let's look at the right hand side."
2455.68,2461.04,L dot sort is going to mutate L.
2461.04,2467.04,"So this function itself will go and change L object,"
2467.04,2471.7999999999997,"the object that L points to, to be the sorted list."
2471.7999999999997,2473.6,But it's not done.
2473.6,2475.56,This function is being used for a side effect.
2475.56,2478.8399999999997,So what is the return from it?
2478.8399999999997,2479.44,"None, right?"
2479.44,2480.8399999999997,It's like the append.
2480.84,2484.96,So this example here will make B point to the return
2484.96,2486.6800000000003,"of that function, which is just none."
2491.92,2494.28,Now please don't ever do this.
2494.28,2498.32,"All you would have to do to sort L is to just on a line by itself,"
2498.32,2499.32,say L dot sort.
2499.32,2501.6000000000004,"I just did this to kind of show you, again,"
2501.6000000000004,2505.36,"that if you do L equals L dot sort, bad things will happen."
2505.36,2508.08,You're going to re assign L to be none.
2508.08,2510.08,"In this case, I saved under a different variable,"
2510.08,2512.68,but it's an easy mistake to make.
2515.84,2517.64,And then what about the last one here?
2517.64,2518.84,L dot reverse.
2518.84,2522.48,"Again, I'm going to go and grab the object pointed to by L"
2522.48,2524.2,and I'm going to reverse all the elements.
2524.2,2527.3199999999997,"So here, doing L dot sort and then L dot reverse"
2527.3199999999997,2532.2,right afterward makes my list be in reverse sorted order.
2532.2,2534.24,So biggest number to smallest number.
2534.24,2538.7599999999998,"So with that command there, I've got 96530."
2538.76,2542.4,Instead of 03569.
2542.4,2546.44,"And again, sort and reverse changed my list L directly."
2546.44,2551.8,So I've lost that initial order of 9603 that I had up here.
2556.36,2558.28,One last point I want to make.
2558.28,2562.2400000000002,I know we've usually seen functions that take in parameters.
2562.2400000000002,2565.0800000000004,Sort and reverse are still functions.
2565.0800000000004,2568.6000000000004,And they just happen to not need any parameters.
2568.6,2572.44,You call them on the object L using this dot notation.
2572.44,2575.8399999999997,"So in effect, it does have sort of a quote unquote parameter,"
2575.8399999999997,2577.4,the thing before the dot.
2577.4,2580.72,But it doesn't take anything else in their own respective
2580.72,2582.2799999999997,"parentheses, right?"
2582.2799999999997,2584.2799999999997,But they do still need the parentheses there
2584.2799999999997,2585.92,"because they are functions, right?"
2585.92,2590.96,They are operations that will do something for us.
2590.96,2595.2,"Questions about this, is it OK?"
2595.2,2596.08,"OK, very good."
2596.08,2598.92,Because now you get a chance to try it out.
2598.92,2602.7599999999998,So let's have you do something similar to what we did last time.
2602.7599999999998,2605.12,"Take in a parameter send, which is a string"
2605.12,2606.6,representing a sentence.
2606.6,2609.92,I want you to figure out all the words quote unquote
2609.92,2614.04,the same manner that we did before in the previous example.
2614.04,2619.92,"But now, return from your list with these words in sorted order."
2619.92,2624.36,"So if the input was look at this photograph as my sentence,"
2624.36,2629.2000000000003,then I would return a list which has at look photograph
2629.2000000000003,2635.84,and this as my four elements in that order.
2635.84,2644.04,"So here, start writing it down on line 134."
2644.04,2646.92,"OK, what is the solution?"
2646.92,2647.76,What do you have so far?
2655.08,2657.08,Yes?
2657.08,2661.6,L equals send out split is the parentheses.
2661.6,2663.1200000000003,L equals send out split.
2663.1200000000003,2665.92,And we split on a space.
2665.92,2666.44,Got it?
2666.44,2666.96,OK?
2666.96,2670.2400000000002,And then L dot sort parentheses is the way it looks.
2670.2400000000002,2671.44,Got it?
2671.44,2672.44,And then return L.
2672.44,2674.32,Return L. Perfect.
2674.32,2679.28,"OK, let's see if that worked with our two examples."
2679.28,2681.84,"Yep, there's my first one."
2681.84,2683.2400000000002,There's my second one.
2683.2400000000002,2684.84,Anybody do it a different way?
2684.84,2686.5600000000004,Did anyone use sorted?
2686.5600000000004,2687.5600000000004,Yeah.
2687.5600000000004,2699.2000000000003,Return sorted parentheses L. Yeah.
2699.2000000000003,2700.96,Is that how you'd?
2700.96,2704.4,How many times does this consider L is send out split?
2704.4,2705.0000000000005,Yep.
2705.0000000000005,2706.2000000000003,We could do it all in one perfect.
2706.2000000000003,2709.44,"Yeah, this could be a one line or for sure."
2709.44,2714.8,"Yeah, so this works because this thing here"
2714.8,2717.56,creates for me a new object.
2717.56,2719.2400000000002,I could have saved it in a different variable
2719.2400000000002,2723.68,"and then returned that variable, but this does it all in one."
2723.68,2727.64,"So just for completion sake, if we"
2727.64,2730.7200000000003,"comment out the other solution, this way still works."
2730.7200000000003,2749.0400000000004,"OK, so what we've seen so far is a bunch of these functions,"
2749.0400000000004,2752.0800000000004,"built-in functions, right, that have these side effects."
2752.0800000000004,2755.8,They mutate the input list.
2755.8,2760.2400000000002,So we can actually write our own functions that have a side
2760.2400000000002,2764.0800000000004,"effect where if we pass in a parameter that's a list,"
2764.0800000000004,2769.6000000000004,"we can have our functions mutate that list, however we'd like."
2769.6000000000004,2771.7200000000003,So let's go through this example.
2771.7200000000003,2775.44,Let's say we were given the task of writing a function
2775.44,2780.0400000000004,that takes in the input list L and mutates the list L
2780.0400000000004,2783.7200000000003,such that each element in L is changed
2783.7200000000003,2786.2000000000003,"to be the element square, right?"
2786.2000000000003,2793.28,"So 2, 3, and 4, as an input list becomes 4, 9, 16."
2793.28,2794.6000000000004,And I'm mutating that list.
2794.6000000000004,2798.1600000000003,I'm not creating a new list and returning the new list.
2798.1600000000003,2802.76,I want to actually mutate the input list L.
2802.76,2805.0800000000004,"So if we were faced with this task,"
2805.0800000000004,2807.32,"the way that we would kind of go about it,"
2807.32,2810.2400000000002,"maybe based on what we've learned so far is to say, well,"
2810.2400000000002,2812.44,I'm going to iterate through each element in L
2812.44,2815.0000000000005,"because that's the very Pythonic way to do this, right?"
2815.0,2818.16,So I'm grabbing the element in the list L.
2818.16,2824.04,But then I would be stuck because the syntax for changing
2824.04,2826.92,"an element at a particular location, right,"
2826.92,2833.88,is L at i equals whatever the changed thing is.
2833.88,2838.56,But my loop variable is iterating through the element directly.
2838.56,2840.96,So what's my index in this particular case?
2840.96,2843.0,"I don't have it in hand, right?"
2843.0,2845.96,"I have the element, but I don't have the index."
2845.96,2848.84,So what are some solutions?
2848.84,2852.68,"Well, a first solution could be right before the loop"
2852.68,2856.6,"to create a new variable that keeps track of the index, right?"
2856.6,2859.32,So you make i equals 0 right before the 4 loop.
2859.32,2862.48,"And inside the 4 loop, you increment i each time."
2862.48,2865.6,Now you're keeping track of the index yourself.
2865.6,2868.24,Option 2 is to change what we iterate over.
2868.24,2870.88,"So instead of iterating through each element in L directly,"
2870.88,2873.28,let's iterate over the index.
2873.28,2878.0,"So iterate over range length L. In that case,"
2878.0,2882.92,"the range length L basically becomes range 5 or 20,"
2882.92,2885.6,or whatever the length of my list is.
2885.6,2890.2400000000002,And the last option is to try to use this thing called
2890.2400000000002,2894.28,"enumerate, which is a Python keyword."
2894.28,2897.48,"I guess function, Python function."
2897.48,2900.88,And the syntax for that would be for tuple i comma e
2900.88,2905.08,in enumerate L. So I'm basically wrapping l
2905.08,2907.36,inside this enumerate function.
2907.36,2910.04,"And Python, each time through the loop,"
2910.04,2917.08,makes this little tuple i comma e be the index and the element
2917.08,2919.12,at each location for each time through the loop.
2919.12,2921.76,And so it gives you a 2 for 1 kind of deal here
2921.76,2923.64,using this enumerate function.
2923.64,2925.72,I'm not going to go over option 1 or option 3.
2925.7200000000003,2927.76,I do encourage you to try to look these up
2927.76,2929.2400000000002,or try to implement them yourself.
2929.2400000000002,2934.92,But I will go over option 2 in these slides.
2934.92,2939.1600000000003,"So if I were to iterate over the index directly,"
2939.1600000000003,2943.28,the way I do it is I have to change the loop variable.
2943.28,2947.0000000000005,"For i in, and then the thing I want to loop over"
2947.0000000000005,2951.28,is all of the indices.
2951.28,2954.96,"So I want to get the numbers 0, 1, 2, 3, 4 all the way up"
2954.96,2960.0,"to the, but not including the length of l."
2960.0,2962.16,"So once I have this index in hand,"
2962.16,2964.7200000000003,"I can do something like this very easily, right?"
2964.7200000000003,2969.2,Because this i here is going to be my index.
2969.2,2970.84,And the thing on the right hand side
2970.84,2972.76,is just going to be a matter of grabbing
2972.76,2976.88,the element at that index and squaring it.
2976.88,2980.76,So here l squared brackets i on the right hand side
2980.76,2983.88,grabs for me the element at index i.
2983.88,2985.84,So what's the value of that element
2985.84,2989.6400000000003,"at that particular location, 23, whatever?"
2989.6400000000003,2992.6800000000003,"Square it, so star star 2 squares it."
2992.6800000000003,2995.56,And then the thing on the left hand side
2995.56,2999.04,is the syntax for changing the element
2999.04,3000.32,"at a particular location, right?"
3000.32,3004.44,We saw this way back on slide 2.
3004.44,3007.32,"So with this line of code, Python goes through each element"
3007.32,3010.04,in the list and squares it and saves it back
3010.04,3011.56,into that same list.
3011.56,3013.4,No new list is created.
3013.4,3017.56,"It's mutating the original list, right?"
3017.56,3019.4,No return.
3019.4,3021.7999999999997,"Nothing to return, this function will return none"
3021.7999999999997,3025.16,because it does its job of doing the mutation.
3025.16,3029.84,"So if we go through an example, suppose that l is 23, 4,"
3029.84,3032.04,what is this loop going to do?
3032.04,3035.72,"So i, the first time through the loop will be 0."
3035.72,3039.04,"And then that first time through the loop,"
3039.12,3044.24,"it will mutate i. So it says l, square bracket 0 equals whatever"
3044.24,3048.04,"the element at 0 is, the 2 squared."
3048.04,3051.6,"So l, square bracket 0 will be changed to 4."
3051.6,3055.52,So we've mutated the first element at index 0 to be a 4.
3055.52,3057.16,And everything else is the same.
3057.16,3061.0,"Next time through the loop, I'm mutating the list"
3061.0,3062.72,"that I had just mutated, right?"
3062.72,3066.08,So the first element is still the mutated value 4.
3066.12,3069.52,But now I'm going to change my element at index 1
3069.52,3071.72,"to be 3 squared, 9."
3071.72,3076.2799999999997,"Last time through the loop, all the elements up to index 2"
3076.2799999999997,3079.3199999999997,"are going to be the mutated elements, so 4 and 9."
3079.3199999999997,3080.6,And then the last time through the loop
3080.6,3084.68,"I'm mutating the 4 to be 16, the square version of that."
3088.36,3092.92,"So to check that we did the mutation correctly,"
3092.92,3096.2000000000003,what we would do is we would create an input list.
3096.2000000000003,3097.84,I called it l in.
3097.84,3102.12,"And I've said it to 2, 3, 4, my example."
3102.12,3105.36,"If I print before the function call, the value of l in,"
3105.36,3107.7200000000003,"it's 2, 3, 4, as expected."
3107.7200000000003,3110.2400000000002,It shouldn't be anything different than that.
3110.2400000000002,3113.96,Then I make a function call to the function that we just wrote.
3113.96,3117.16,"Note I'm not returning anything here,"
3117.16,3122.2000000000003,so I'm not saving the function call to any variable.
3123.2000000000003,3126.2000000000003,"If I print l in after the function call,"
3126.2000000000003,3128.32,it will print the mutated list.
3128.32,3133.7200000000003,"So this l in, here, and here, and here is the same object."
3133.7200000000003,3136.0400000000004,Nothing was returned.
3136.0400000000004,3139.0000000000005,This function here has nothing to assign its return to.
3139.0000000000005,3142.6800000000003,"If we assigned it to something, that variable would be none."
3142.6800000000003,3145.28,"Just like the append, just like the sort, just like the reverse."
3148.92,3151.4800000000005,"All right, so when you're writing, oh, yeah, question."
3152.2000000000003,3155.84,"So you created a function that will have a return,"
3155.84,3159.7200000000003,and it doesn't say none.
3159.7200000000003,3160.8,We created a function.
3160.8,3162.2000000000003,It doesn't have a return.
3162.2000000000003,3163.84,"It doesn't say none, because we didn't"
3163.84,3167.7200000000003,"save the function call to any variable, right?"
3167.7200000000003,3172.1200000000003,"If we said a equals this function call,"
3172.1200000000003,3174.4800000000005,"if we print a, it would show none."
3174.4800000000005,3177.4800000000005,Yeah.
3177.4800000000005,3182.0000000000005,"OK, so when we're writing functions that mutate input lists,"
3182.0,3183.8,"the two likely things you're going to have to do,"
3183.8,3185.96,and it depends on what your function's actually doing.
3185.96,3188.44,"But most likely, you're going to have to iterate over the length"
3188.44,3191.28,"of the list, so for i in range length l,"
3191.28,3194.56,"to grab the index as well as the element,"
3194.56,3197.2,to be able to grab the index as well as the element.
3197.2,3200.24,"And these functions, I mean, they could do other stuff,"
3200.24,3203.24,"but if you're using them for mutation and things like that,"
3203.24,3204.8,they're going to return none.
3204.8,3207.0,"So when you make function calls to them,"
3207.0,3209.8,those function calls will likely just be on a line
3209.8,3215.1200000000003,"without saving the return to any variable, right?"
3215.1200000000003,3218.2400000000002,"OK, so we've talked about mutable objects."
3218.2400000000002,3221.52,"They're very, very useful."
3221.52,3224.76,Places where the reason that they're useful
3224.76,3229.0800000000004,is because they allow you to have basically large databases
3229.0800000000004,3234.4,"of objects like employees in a company,"
3234.4,3237.6800000000003,"list of all the students at MIT, things like that."
3237.6800000000003,3242.36,"And if you want to make a change to something about that list,"
3242.36,3244.6800000000003,like a student changes their name or their address
3244.6800000000003,3247.2400000000002,"or something like that, with tuples,"
3247.2400000000002,3250.28,you'd have to make a new copy of that entire list.
3250.28,3252.76,"So it could be very space and efficient,"
3252.76,3255.4,because every time a student changes their address
3255.4,3257.88,or their name or something about themselves
3257.88,3259.5600000000004,"or their grades or something like that,"
3259.5600000000004,3262.8,you're making a new copy of this potentially thousands
3262.8,3265.76,long data structure.
3265.76,3268.36,Lists don't have that issue with lists.
3268.36,3270.5200000000004,You're just mutating the object in place
3270.5200000000004,3271.0400000000004,and you're done.
3271.0400000000004,3274.92,"No extra copies are being made, so it's a very efficient data structure."
3274.92,3277.48,"But with lists, come some unexpected challenges."
3277.48,3279.8,And we're going to go through three tricky examples today.
3279.8,3283.0,"In next lecture, we're going to see tricky example number four."
3283.0,3286.7200000000003,And these three tricky examples involve looping over the list
3286.7200000000003,3289.6000000000004,"in one way or another, over the range of the length of the list"
3289.6000000000004,3292.32,or through the list directly.
3292.32,3293.8,So let's look at the first example.
3296.6800000000003,3301.0,"In this code down here, we're going to loop over the range"
3301.0,3304.84,of the length of the L. And then what we're going to do
3304.84,3309.56,is append the loop variable I to the end of my list.
3312.2000000000003,3315.76,"Now, what does range length L do?"
3315.76,3320.6800000000003,"So remember, the thing that our four loop iterates over"
3320.6800000000003,3323.0400000000004,is a sequence of values.
3323.0400000000004,3327.88,"Now, range some number creates for us a tuple-like object,"
3327.88,3331.88,"not a tuple specifically, but you can think of it like a tuple."
3331.88,3335.32,"So range four, the length of this particular list,"
3335.32,3338.5200000000004,"would create for us in memory something like a tuple,"
3338.5200000000004,3341.32,"the sequence 0, 1, 2, 3."
3341.32,3344.92,And this is the sequence that the loop variable I will go over.
3344.92,3349.7200000000003,"First, it'll be 0, then it'll be 1, then it'll be 2, then it'll be 3."
3349.7200000000003,3353.32,"So when we iterate through the sequence, Python says,"
3353.32,3356.28,"the first time I see this, I encountered this four loop,"
3356.28,3358.8,I'm going to save this sequence I need to iterate
3358.8,3361.4800000000005,over as an object in memory.
3361.4800000000005,3363.4,And then I'm going to have my loop variable iterate
3363.4,3365.6000000000004,over each one of these elements.
3365.6000000000004,3369.1200000000003,The thing I'm doing is appending i to the end of a list.
3369.1200000000003,3370.5200000000004,"So the first time through the list,"
3370.5200000000004,3372.32,I'm going to append a 0 to the end.
3372.32,3376.2400000000002,So the 0 being this loop variable here.
3376.2400000000002,3378.84,"Next time through the list, I'm appending the 1 to the list"
3378.84,3381.8,I just mutated.
3381.8,3386.04,Next time I'm appending the 2 to the list I just mutated.
3386.04,3391.44,"And last time through the list, I'm appending the 3 to the list I just mutated."
3391.44,3392.96,And we finish.
3392.96,3394.92,We've gone through four times.
3394.92,3399.44,"We've appended four items to the end of the list, 0, 1, 2, and 3."
3399.44,3407.6000000000004,"This thing, the elements of my sequence that I'm iterating over."
3407.6,3411.4,Let's look at the memory diagram.
3411.4,3414.6,"So originally, l is 1, 2, 3, 4."
3414.6,3418.4,What exactly happens when we first encounter range length l?
3418.4,3422.2,"That gets put as a variable, this tuple-like thing."
3422.2,3426.12,"I made it be a tuple, but it's not exactly a tuple in memory."
3426.12,3429.08,And this i will iterate through each one of these values
3429.08,3429.96,in my sequence.
3429.96,3437.12,This is the sequence of values that I'm going to iterate over.
3437.12,3442.72,"So the first time through the loop, Python has i pointing to 0 here."
3442.72,3444.8399999999997,And so what's it doing inside the loop?
3444.8399999999997,3449.48,It's going to append the 0 to the end of l.
3449.48,3453.0,"Next time through the, then it's going to print l, sorry."
3453.0,3457.3599999999997,"And then next time through the loop, the loop variable increments by 1."
3457.3599999999997,3459.04,So we've already looked at the 0.
3459.04,3461.08,Now we're going to do the 1.
3461.08,3463.0,So the loop variable i is now 1.
3463.0,3466.3599999999997,"So we're going to append the loop variable 1 to the end of l,"
3466.36,3472.4,"print l, loop variable becomes 2, append the loop variable to the end of l."
3472.4,3475.52,"So now it has a 2, print l."
3475.52,3480.04,"And then the last time we append the loop variable 3 to the end of the list l,"
3480.04,3482.04,and print l.
3482.04,3488.4,"Pretty straightforward, the code terminates because we've created this original tuple-like"
3488.4,3492.6800000000003,"object here, which tells Python what values you need to iterate over."
3492.6800000000003,3497.92,This is your sequence of values to go through.
3497.92,3501.0400000000004,So that's basically what I said.
3501.0400000000004,3503.4800000000005,So let's look at a slightly different example.
3503.4800000000005,3508.0000000000005,"So in this case, instead of iterating over the range length l,"
3508.0000000000005,3513.4,"let's iterate over the elements in l directly, so for e in l."
3513.4,3517.6800000000003,"Now to keep things sort of in parallel to what we had done before,"
3517.6800000000003,3521.2400000000002,"let's create a loop variable i equals 0 before the for loop,"
3521.2400000000002,3523.4,and let's increment it by 1 each time through the loop.
3523.4,3528.44,"So we're going to still append 0 than 1, then 2, then 3 to the end of our list."
3528.44,3533.8,"So in this particular case, we start out with the memory diagram like this."
3533.8,3537.6800000000003,"So we have l pointing to 1, 2, 3, 4."
3537.6800000000003,3541.28,"Loop variable i is going to be 0 originally,"
3541.28,3545.4,and e will first point to the first element in the list.
3545.4,3549.2000000000003,That's what the for loop over the elements in the list does.
3549.2000000000003,3555.2000000000003,"So going into the list, we say l got append i, so at the end of l,"
3555.2000000000003,3559.6800000000003,I'm going to mutate it to contain a 0.
3559.6800000000003,3560.84,Good.
3560.84,3563.0400000000004,I increment i by 1.
3563.0400000000004,3564.0400000000004,Good.
3564.0400000000004,3566.2000000000003,"I print l, OK, good."
3566.2000000000003,3568.92,"And then the next time through the loop, Python says, all right,"
3568.92,3571.8,what's the next element in my sequence?
3571.8,3573.84,"Well, I looked at the 1 first."
3573.84,3576.6000000000004,Now let me look at the 2.
3576.6000000000004,3577.36,All right.
3577.36,3580.08,Now I'm looking at the 2 as my next element in the sequence.
3580.08,3582.8,"I'm going to append i to the end of the list, right?"
3582.8,3587.32,So I'm going to append 1 to the end of l.
3587.32,3592.92,"Increment i by 1 to be 2, print l, OK?"
3592.92,3595.2400000000002,"Next value in my sequence, e increments"
3595.2400000000002,3599.36,"to the next element in the sequence, the 3."
3599.36,3601.36,We append i to the end of the list.
3601.36,3605.7200000000003,"We append 2 to the end of l, increment i by 1, print l."
3605.7200000000003,3607.36,What do you notice?
3610.32,3612.76,Is this code going to terminate?
3612.76,3613.6800000000003,No.
3613.6800000000003,3616.6000000000004,Because our loop variable will always
3616.6000000000004,3620.6400000000003,"be four elements away from the list, the end of the list."
3620.6400000000003,3623.0800000000004,"As I'm adding an item to the end of my list,"
3623.0800000000004,3625.4,loop variable iterates to the next item.
3625.4,3627.32,But then I'm adding another item to the end of my list
3627.32,3629.2400000000002,and my loop variable iterates.
3629.2400000000002,3632.2400000000002,And so we're always going to be four behind the end of the list.
3632.2400000000002,3634.5600000000004,So this code will actually never stop.
